Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0001359,QA29,Kris_Kris,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"Не соответсвующий элемент в пункте ""N"" раздела F.A.Q. в меню главной страницы сайта",new,open,
0001358,QA29,Kris_Kris,,low,trivial,have not tried,,General,2023-09-17,,,,public,2023-09-17,"Ошибка в описании термина ""Andriod"" в разделе F.A.Q.",new,open,
0001357,QA29,Kris_Kris,,low,trivial,have not tried,,General,2023-09-17,,,,public,2023-09-17,"Граматическая ошибка в разделе ""Дизайн мобільных додатків"" меню на главной странице сайта",new,open,
0001356,QA29,Kris_Kris,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"Различие размера шрифта в описании пунктов 5 и 6 раздела ""Электронное меню""",new,open,
0001355,QA29,Kris_Kris,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"Ошибка загрузки графического элемента при поиске по ключевому слову ""Тестирование""",new,open,
0001354,QA29,YA,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"Граматическая ошибка в слове ""Мобільних""",new,open,
0001353,QA29,YA,,normal,minor,have not tried,,General,2023-09-17,,,,public,2023-09-17,Некорректное отображение изображения при поиске,new,open,
0001351,QA29,YA,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"Граматическая ошибка в слове ""Android""",new,open,
0001352,QA29,Kris_Kris,,normal,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"[L1ON] Отсутсвует перевод графического элемента в EN локализации раздела ""LUNA CARDS""",new,open,
0001350,QA29,YA,,normal,minor,have not tried,,General,2023-09-17,,,,public,2023-09-17,Несоответствие глоссария с содержимым,new,open,
0001349,QA29,YA,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,Неподходящий єлемент в глосарии,new,open,
0001348,QA29,Kris_Kris,,normal,trivial,always,,General,2023-09-17,,,,public,2023-09-17,[L1ON] Отсутсвует перевод в UА локализации всплывающего окна с контактами на главной странице сайта,new,open,
0001347,QA29,YA,,normal,minor,have not tried,,General,2023-09-17,,,,public,2023-09-17,"Орфографическая ошибка в слове ""Хостінг"" на странице глосария",new,open,
0001346,Avada-kedavra,YA,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"Орфографическая ошибка в слове ""Хостінг"" на странице глосария",new,open,
0001345,QA29,Kris_Kris,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,"[L1ON] Отсутствует адаптация метрики в EN локализации раздела ""ABOUT COMPANY"" на главной странице сайта",new,open,
0001344,QA29,YA,,low,trivial,have not tried,,General,2023-09-17,,,,public,2023-09-17,[L10N] Отсутсвует локализация встроенный изображений,new,open,
0001343,QA29,Kris_Kris,,low,trivial,always,,General,2023-09-17,,,,public,2023-09-17,[L1ON] Отсутствует адаптация текста в EN локализации ролика на главной странице сайта,new,open,
0001342,QA29,YA,,normal,minor,have not tried,,General,2023-09-17,,,,public,2023-09-17,[L10N] Отсутсвует ENG локализация для видеоролика,new,open,
0001341,QA29,YA,,normal,minor,have not tried,,General,2023-09-16,,,,public,2023-09-16,[L10N] Отсутсвует адоптация метрики в ENG локализации,new,open,
0001340,QA29,Kris_Kris,,low,trivial,always,,General,2023-09-16,,,,public,2023-09-16,[L1ON] Отсутсвует перевод в RU локализации слайдера с отзывами клиентов в футере главной страницы,new,open,
0001339,QA29,YA,,low,minor,always,,General,2023-09-16,,,,public,2023-09-16,[L10N] Отсутствует локализация слайдера,new,open,
0001338,QA29,YA,,low,minor,always,,General,2023-09-16,,,,public,2023-09-16,[L10N] Не полная локаизация информационных блоков,new,open,
0001337,QA28,vishnia1,ai_ivanov,normal,major,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"[L10N]Отсутствует UA локализация картинок в разделе ""РОЗРОБКА ІНТЕРНЕТ-МАГАЗИНІВ""",assigned,open,
0001336,QA28,vishnia1,ai_ivanov,normal,major,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"[L10N]Отсутствует EN локализация картинок в разделе ""ChatBots""",assigned,open,
0001335,QA28,vishnia1,ai_ivanov,normal,major,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"[L10N]Отсутствует EN локализация презентации веб-приложения ""Konfiskat"" в разделе ""Portfolio""",assigned,open,
0001331,QA28,vishnia1,ai_ivanov,normal,major,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"[L10N]Отсутствует EN локализация презентации сайта в разделе ""About company""",assigned,open,
0001334,QA28,vishnia1,ai_ivanov,normal,minor,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"Не активная ссылка на сайт""Avada-media.ua"" в строке""I agree to the...."" в разделе ""Contacts"" в EN локазализации",assigned,open,
0001330,QA28,vishnia1,ai_ivanov,normal,minor,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"Не активная ссылка раздела на приложение""BAZAR.club"" в ""Google play"" в разделе ""Мобільні додатки""",assigned,open,
0001333,QA28,vishnia1,ai_ivanov,normal,minor,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,Отсутствует плейсхолдер поисковой строки в UA локализации,assigned,open,
0001332,QA28,vishnia1,ai_ivanov,normal,minor,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"Не активный раздел "" BLOCKCHAIN"" категории ""F.A.Q""в EN локализации",assigned,open,
0001329,QA28,vishnia1,ai_ivanov,normal,minor,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"Не активный раздел "" BLOCKCHAIN"" категории ""F.A.Q""в UA локализации",assigned,open,
0001328,QA28,vishnia1,ai_ivanov,low,minor,always,,General,2023-08-23,Google Chrome,116.0.584,,public,2023-08-23,"[L10N]Отсутствует UA локализация раздела меню ""Технологии""",assigned,open,
0001327,QA29,YA,,high,trivial,always,,General,2023-08-18,,,,public,2023-08-18,Отсутствует валидация для количества любого выбираемого товара,new,open,
0001326,[Matvienko K.] https://avada-media.ua,YA,,high,trivial,always,,General,2023-08-18,,,,public,2023-08-18,Отсутствует валидация для количества любого выбираемого товара,new,open,
0001325,QA31,Yulia,,low,trivial,always,,General,2023-07-21,,,,public,2023-07-21,"Банер частково перекриває іконки соцмереж в розділі ""SPA-apps""",new,open,
0001324,QA31,Yulia,,low,text,always,,General,2023-07-21,,,,public,2023-07-21,"В назві фреймворка ""React,js"" стоїть кома замість крапки в підрозділі ""КАК УСТРОЕНЫ PWA-ПРИЛОЖЕНИЯ"" розділу ""PWA-apps""",new,open,
0001323,QA31,Yulia,,low,trivial,always,,General,2023-07-21,,,,public,2023-07-21,"Прапор на логотипі сайту перекриває основний текст розділу ""Разработка сайтов""",new,open,
0001322,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"Відсутній лінк у терміні ""Android"" в розділі ""F.A.Q.""",new,open,
0001321,QA31,Yulia,,low,text,have not tried,,General,2023-07-19,,,,public,2023-07-19,"Помилка в слові ""Andriod"" в розділі ""F.A.Q.""",new,open,
0001320,QA31,Yulia,,high,minor,always,,General,2023-07-19,,,,public,2023-07-19,[L10n] Відсутня локалізація вікна для зв'язку при виборі локалізації EN на головній сторінці,new,open,
0001319,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Змінюється розташування іконок соцмереж і месенджерів в футері при застосуванні локалізації UA в розділі ""ПОРТФОЛИО""",new,open,
0001318,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Локалізація з EN змінюється на RU при переході до ""DASHBOARDS DESIGN"" розділу ""Prototyping Software UX""",new,open,
0001317,avada-media Diakonova,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Локалізація з EN змінюється на RU при переході до ""DASHBOARDS DESIGN"" розділу ""Prototyping Software UX""",new,open,
0001316,avada-media Diakonova,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Локалізація з EN змінюється на RU при переході до ""DASHBOARDS DESIGN"" розділу ""Prototyping Software UX""",new,open,
0001315,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Відсутня локалізація UA кнопки ""СЛЕДУЙТЕ В INSTAGRAM"" в розділі ""СТРІЧКА""",new,open,
0001314,QA31,Yulia,,normal,minor,always,,General,2023-07-19,,,,public,2023-07-19,"[L10n] Відсутня локалізація назви розділу ""EXPERIENCE"" при виборі локалізації UA на головній сторінці",new,open,
0001313,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Ошибка локализации при переходе на другую страницу,new,open,
0001312,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Смешанная локализация в разделе “FEED”,new,open,
0001311,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Отсутствие валидации при заполнении формы обратной связи в футере на главной странице,new,open,
0001310,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Ошибка локализации при переходе на другую страницу,new,open,
0001309,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Нет возможности вернуться на главную страницу сайта,new,open,
0001308,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Отсутствие валидации при оформлении заявки на бесплатные курсы программирования,new,open,
0001307,QA31,Elena,,normal,major,always,,General,2023-07-18,,,,public,2023-07-18,Отсутствие уведомления о перенаправлении в другое приложение при переходе в Skype в окне формы обратной связи в футере,new,open,
0001306,QA31,Elena,,high,major,always,,General,2023-07-18,,,,public,2023-07-18,Отсутствие уведомления о перенаправлении в другое приложение при переходе в Viber в окне формы обратной связи в футере,new,open,
0001305,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Смешанная локализация в разделе отзывов на главной странице,new,open,
0001304,QA31,Elena,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,Ошибка локализации в форме обратной связи в футере страницы,new,open,
0001303,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,"[L10N] Отсутствует EN локализация имен сотрудников в блоке ""VUE.JS DEVELOPER"" в разделе ""Outstaffing""",new,open,
0001302,QA26 avada-media.ua,Elena Gusarenko123,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,"[L10N] Отсутствует EN локализация имен сотрудников  в блоке ""VUE.JS DEVELOPER"" в разделе ""Outstaffing""",new,open,
0001301,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,"[L10N] Частичная EN локализация в разделе ""Логистика и транспорт""",new,open,
0001300,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,"[ L10N] Отсутствует EN локализация при регистрации на курс в разделе ""Courses""",new,open,
0001299,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,"[ L10N] Отсутствует EN  локализация при выборе ""Backend developers"" в разделе ""Outstaffing""",new,open,
0001298,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-18,,,,public,2023-07-18,"[ L10N] Отсутствует UA  локализация комментариев в разделе ""Що про нас кажуть наші клієнти""",new,open,
0001297,QA31,Elena Gusarenko123,,high,major,always,,General,2023-07-18,,,,public,2023-07-18,"[Гусаренко] Ошибка ""Страница не найдена"" при переходе в Google Play для загрузки приложения Bazar.club",new,open,
0001296,QA31,Elena Gusarenko123,,normal,text,always,,General,2023-07-18,,,,public,2023-07-18,"[Гусаренко] Грамматическая ошибка при UA локализации в слове ""Программист""в 8 вакансие в разделе ""Вакансії""",new,open,
0001295,QA31,Elena Gusarenko123,,normal,text,always,,General,2023-07-18,,,,public,2023-07-18,"[Гусаренко] Грамматическая ошибка при UA локализации в слове ""Программист"" в разделе ""Вакансії""",new,open,
0001294,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-17,,,,public,2023-07-17,"[Гусаренко] Отсутствует валидация в форме ввода телефона  в разделе ""Расчет стоимости"" в хедере",new,open,
0001293,QA31,Elena Gusarenko123,,low,text,always,,General,2023-07-17,,,,public,2023-07-17,"[Гусаренко] Грамматическая ошибка в слове ""Виберите"" в разделе ""Расчет стоимости"" в хедере",new,open,
0001284,QA28,vishnia1,ai_ivanov,urgent,block,always,,General,2023-07-06,Google Chrome,114.0.5735.198,,public,2023-07-06,"Отсутствуют иконки для смены локализации (UA,RU,EN) при выборе EN локализации",assigned,open,
0001283,QA28,vishnia1,ai_ivanov,normal,minor,always,,General,2023-07-06,Google Chrome,114.0.5735.198,,public,2023-07-06,Отсутствует RU локализация слайдера на главной странице сайта,assigned,open,
0001282,QA28,vishnia1,ai_ivanov,high,crash,always,,General,2023-07-06,Google Chrome,114.0.5735.198,,public,2023-07-06,"Отсутствует фото и характеристика товара ""585T398 АНТАБКУ TIKKA"" в разделе ""Антабки"" категории ""Тюнінг""",assigned,open,
0001279,QA28,qa28_nata,,high,minor,always,,General,2023-07-05,,,,public,2023-07-05,ошибка HTTP: код состояния 404,new,open,
0001278,QA28,qa28_nata,,low,minor,always,,General,2023-07-05,,,,public,2023-07-05,"Отсутствие украинской локализации и видео презентации компании""AVADA-MEDIA""",new,open,
0001277,QA28,qa28_nata,,low,minor,always,,General,2023-07-05,,,,public,2023-07-05,"Отсутствие английской локализации и видео презентации компании""AVADA-MEDIA""",new,open,
0001276,QA28,qa28_nata,,high,minor,always,,General,2023-07-05,,,,public,2023-07-05,"Некорректная работа валидатора ""ЗВ'ЯЖІТЬСЯ З ЕКСПЕРТАМИ""",new,open,
0001275,QA28,qa28_nata,,low,text,always,,General,2023-07-05,,,,public,2023-07-05,"Орфографическая ошибка в описании компании ""AVADA-MEDIA""",new,open,
0001274,QA28,qa28_nata,,normal,major,always,,General,2023-07-05,,,,public,2023-07-05,"В разделе ""Контакты"", ""Магазины"" некорректно отображается карта.",new,open,
0001273,QA28,qa28_nata,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Не корректная работа валидатора,new,open,
0001272,QA28,qa28_nata,,low,major,sometimes,,General,2023-07-05,,,,public,2023-07-05,"В разделе ""Новости"", в подпункте ""Мероприятия"" в статье ""IІ ЭТАП КУБКА УКРАИНЫ"" некорректно отображаются фотографии.",new,open,
0001271,QA28,qa28_nata,,high,minor,always,,General,2023-07-05,,,,public,2023-07-05,"Не корректно работает функционал фильтра /сбросить фильтр в категории ""ОПТИКА ДЛЯ ОХОТЫ""",new,open,
0001270,QA28,qa28_nata,,high,major,sometimes,,General,2023-07-05,,,,public,2023-07-05,"Не корректная работа сортировки в категории товаров бренда "" DIAMONDBACK""",new,open,
0001266,QA28,Denis,ai_ivanov,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,"Ссылка на приложение ""BAZAR.CLUB"" в GOOGLE PLAY не действительна.",assigned,open,
0001265,QA28,vishnia1,ai_ivanov,normal,major,always,,General,2023-07-05,Google Chrome	,114.0.5735.198,,public,2023-07-05,"Отсутствует валидация в окне ""Зворотній зв`язок"" в нижнем правом углу сайта",assigned,open,
0001262,QA28,vishnia1,ai_ivanov,low,trivial,always,,General,2023-07-05,Google Chrome,114.0.5735.198,,public,2023-07-05,Не корректный копирайт в футере сайта,assigned,open,
0001260,QA31,Spacearth,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Отсутствует правая нить крепления крайней колбасы справа над барной стойкой,new,open,
0001259,QA31,Vishn567890,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,[Вишнивецкая]Текстура музыкального инструмента перекрывает тексуру громофона в левой части изображения,new,open,
0001258,QA31,Yulia,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,[Болкун] Мішок висить в повітрі перед стоячим на підлозі стільцем в правій нижній частині картинки,new,open,
0001257,QA31,Elena,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Дужка звезды висит рядом с шеей чучела кабана  расположенного в хедере,new,open,
0001256,QA31,demich7,,low,minor,unable to reproduce,,General,2023-07-05,,,,public,2023-07-05,"Наложение изображения ""Балалайка перекрывает граммофон""",new,open,
0001255,QA31,Olena1409,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Штопор висить у повітрі над барною стійкою в header/rigth,new,open,
0001254,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Расположение глиняного горшка по центру на стойке,new,open,
0001253,QA31,Vishn567890,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,[Вишнивецкая]Текстура дверей перекрывает текстуру отверстия для ключа в дверном замке,new,open,
0001252,QA31,PanZerA,,low,trivial,always,,General,2023-07-05,,,,public,2023-07-05,Нарушена перспектива в изображении пивного бочонка в правой части барной стойки.,new,open,
0001251,QA31,Elena,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Изображение метлы наложено на изображение трубки от волынки справа в футере,new,open,
0001250,QA31,Olena1409,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,"Перекриття об*єкта ""мітла"" на задньому плані, об*єкт ""волинка"" на передьому плані",new,open,
0001249,QA31,CUD,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Замок висит в воздухе внизу по центру барной стойки.,new,open,
0001248,QA31,Yulia,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,[Болкун] Лісові горіхи непропорційно великі відносно стільця в правій нижній частині картинки,new,open,
0001247,QA31,Zhdana,,normal,trivial,always,,General,2023-07-05,,,,public,2023-07-05,"Сокира не зафіксована над барною стійкою, висить в повітрі",new,open,
0001246,QA31,Elena Gusarenko123,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Наложение мешка по центру на стул ножки,new,open,
0001244,QA31,PanZerA,,low,trivial,always,,General,2023-07-05,,,,public,2023-07-05,Слияние текстур ручки топора и деревянной отделки,new,open,
0001245,QA31,Olena1409,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Солонка висить у повітрі у правій стороні зображення,new,open,
0001243,QA31,CUD,,normal,minor,have not tried,,General,2023-07-05,,,,public,2023-07-05,Штопор весит в воздухе посредине в хедер.,new,open,
0001242,QA31,demich7,,high,major,always,,General,2023-07-05,,,,public,2023-07-05,"Серьга ""звезда"" находится в воздухе дальше уха",new,open,
0001241,QA31,Spacearth,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Соломка находится снаружи от деревянного стакана в футере картины на ближнем столике.,new,open,
0001240,QA31,Elena,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Наслоение изображения крысы на изображение ножки стула между двумя столами,new,open,
0001239,QA31,Vishn567890,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,"[Вишнивецкая]Текстура стрелы не зафиксирована в текстуре стены , находится вне ее ,в правой части изображения над барной стойкой",new,open,
0001238,QA31,Yulia,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,[Болкун] Деревяна дошка для нарізання висить в повітрі,new,open,
0001232,QA31,Elena,,normal,minor,have not tried,,General,2023-07-05,,,,public,2023-07-05,По центру изображения слева от бочки солонка висит в воздухе,new,open,
0001237,QA31,Zhdana,,high,major,always,,General,2023-07-05,,,,public,2023-07-05,Сільничка висить в повітрі з-заду правого стола,new,open,
0001236,QA31,PanZerA,,low,trivial,always,,General,2023-07-05,,,,public,2023-07-05,Солонка парит в воздухе по центру изображения на контрастном фоне,new,open,
0001231,QA31,CUD,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Ключи висят в воздухе за клыком на голове кабана слева вверху.,new,open,
0001235,QA31,Elena Gusarenko123,,normal,minor,have not tried,,General,2023-07-05,,,,public,2023-07-05,[Гусаренко] Не корректно расположение мыши на стуле слева,new,open,
0001234,QA31,Olena1409,,normal,tweak,always,,General,2023-07-05,,,,public,2023-07-05,"Перекриття об*єкта ""палиця"",  перекриває дерев*яну кружку, яка розташована на передньому плані",new,open,
0001233,QA31,Vishn567890,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,Текстура банки висит в воздухе по центру изображения,new,open,
0001230,QA31,demich7,,low,minor,have not tried,,General,2023-07-05,,,,public,2023-07-05,Грязный отпечаток руки на окне,new,open,
0001228,QA31,Yulia,,normal,minor,always,,General,2023-07-05,,,,public,2023-07-05,"[Болкун] Надпис на вікні розташовано в звичайному, а не дзеркальному вигляді",new,open,
0001229,QA31,PanZerA,,low,trivial,always,,General,2023-07-05,,,,public,2023-07-05,Отпечаток руки явно бросается в глаза из-за контраста,new,open,
0001227,QA31,Vishn567890,,normal,minor,have not tried,,General,2023-07-05,,,,public,2023-07-05,Текстура мешка висит в воздухе,new,open,
0001225,QA31,Zhdana,,normal,major,unable to reproduce,,General,2023-07-05,,,,public,2023-07-05,Ніж висить в повітрі біля ніжки лівого стола,new,open,
0001226,QA31,Elena,,normal,minor,have not tried,,General,2023-07-05,,,,public,2023-07-05,Наслоение изображения трости на столе в футере,new,open,
0001224,QA31,PanZerA,,low,trivial,always,,General,2023-07-05,,,,public,2023-07-05,Нечёткое изображение фигуры по центру стола,new,open,
0001223,Projects [Moiseieva],Mosev_er62,,low,minor,always,,General,2023-07-04,,,,public,2023-07-04,"Error 404 ""Asset Not Found"" when clicking on links in the ""Anniversary Logos"" section of the ""Media Usage Guidelines"" page",new,open,
0001222,Projects [Moiseieva],Mosev_er62,,low,minor,always,,General,2023-07-04,,,,public,2023-07-04,"Error 404 in console on the ""Image Galleries"" page",new,open,
0001221,Projects [Moiseieva],Mosev_er62,,low,minor,always,,General,2023-07-04,,,,public,2023-07-04,"Error 404 in console on the ""Commercial Crew"" page",new,open,
0001220,Projects [Moiseieva],Mosev_er62,,normal,minor,always,,General,2023-07-04,,,,public,2023-07-04,"Error 404 when clicking on ""Assemble"" link in the ""All Topics A-Z""",new,open,
0001219,Projects [Moiseieva],Mosev_er62,,low,minor,always,,General,2023-07-04,,,,public,2023-07-04,"[Moiseieva] The ""For Student"" link in header is non-clickable",new,open,
0001208,ProjectTemereva[],qa25_12,,low,minor,always,,General,2023-07-03,,,,public,2023-07-03,"The ""For Students"" link in header is non-clicable",new,open,
0001207,ProjectTemereva[],qa25_12,,low,minor,always,,General,2023-07-03,,,,public,2023-07-03,"There is no validation for input values on the ""Contact NASA"" page",new,open,
0001206,ProjectTemereva[],qa25_12,,normal,minor,have not tried,,General,2023-07-03,,,,public,2023-07-03,"Error 404 in console on the ""History"" page",new,open,
0001205,ProjectTemereva[],qa25_12,,normal,minor,have not tried,,General,2023-07-03,,,,public,2023-07-03,"Error 404 in console on the ""About NASA"" page",new,open,
0001204,ProjectTemereva[],qa25_12,,low,minor,always,,General,2023-07-03,,,,public,2023-07-03,"The link ""Contact NASA"" in footer is dislocated on the ""Accessibility"" page",new,open,
0001200,QA28,ChumAlex,,low,text,have not tried,,General,2023-07-02,,,,public,2023-07-02,Отсутствует локализация UA в названии товара,new,open,
0001199,QA28,ChumAlex,,low,text,have not tried,,General,2023-07-02,,,,public,2023-07-02,Отсутствует локализация UA в названии товара,new,open,
0001198,QA28,ChumAlex,,low,text,have not tried,,General,2023-07-02,,,,public,2023-07-02,Отсутствует локализация UA в названии товара,new,open,
0001197,QA28,ChumAlex,,low,text,have not tried,,General,2023-07-02,,,,public,2023-07-02,Отсутствует локализация UA в названии товара,new,open,
0001196,QA28,ChumAlex,,low,trivial,always,,General,2023-07-02,,,,public,2023-07-02,"В ""Заповніть форму нижче"" Валидация оператора мобильной связи Украины отсутствует",new,open,
0001195,QA28,Tetany,ai_ivanov,high,major,always,,General,2023-07-02,,,,public,2023-07-02,"Отсутствует валидация в разделе ""Написать нам "" при найме разработчиков",assigned,open,
0001194,QA28,ChumAlex,,normal,minor,sometimes,,General,2023-07-02,,,,public,2023-07-02,"Не активная ссылка ""Behance"" в Сайд баре.",new,open,
0001193,QA28,ChumAlex,,normal,minor,have not tried,,General,2023-07-02,,,,public,2023-07-02,"Не активная ссылка ""linkedin"" в Сайд баре.",new,open,
0001192,QA28,ChumAlex,,normal,minor,sometimes,,General,2023-07-02,,,,public,2023-07-02,"Не активная ссылка ""Tiktok"" в Сайд баре.",new,open,
0001191,QA28,ChumAlex,,normal,minor,have not tried,,General,2023-07-02,,,,public,2023-07-02,"Не активная ссылка ""Yotube"" в Сайд баре.",new,open,
0001189,QA28,ChumAlex,,normal,minor,sometimes,,General,2023-07-02,,,,public,2023-07-02,"Не активная ссылка ""Инстаграм"" в Сайд баре",new,open,
0001188,QA28,ChumAlex,,low,minor,sometimes,,General,2023-07-02,,,,public,2023-07-02,"Отсутствует локализация UA в раздела ""Стрічка""",new,open,
0001187,QA28,ChumAlex,,low,minor,sometimes,,General,2023-07-02,,,,public,2023-07-02,"Отсутствует локализация UA в меню услуг название услуги ""Разработка CRM""",new,open,
0001186,QA28,ChumAlex,,low,trivial,always,,General,2023-07-02,,,,public,2023-07-02,"Отсутствует локализация UA названия раздела ""Портфолио""",new,open,
0001185,QA28,ChumAlex,,low,major,always,,General,2023-07-02,,,,public,2023-07-02,"Отсутствует валидация номера телефона при заполнении ""Зв'яжіться з нами""",new,open,
0001184,QA28,ChumAlex,,normal,trivial,random,,General,2023-07-01,,,,public,2023-07-01,"Отсутствует значок напротив раздела ""Чат с ROZETKA"" слева в боковом меню.",new,open,
0001183,QA28,anna.prokopets,vishnia1,normal,trivial,always,,General,2023-06-30,,,,public,2023-06-30,Отсутствует русская локализация на слайдерах.,assigned,open,
0001182,QA28,Oleksandr Lyshenko,,high,trivial,always,,General,2023-06-30,,,,public,2023-06-30,"При клике на ссылку ""Корм для тварин"", не переводит в соответствующий раздел.",new,open,
0001181,QA28,ninaD,,high,trivial,always,,General,2023-06-30,,,,public,2023-06-30,"Отсутствие валидации в поле ""Ваш номер телефона""",new,open,
0001180,QA28,Tetany,ivanov_ai,high,trivial,always,,General,2023-06-30,,,,public,2023-06-30,"Не активная ссылка ""Рассказать друзьям"" под боковым меню слева",assigned,open,
0001179,QA28,Denis,,high,trivial,have not tried,,General,2023-06-30,,,,public,2023-06-30,"Ссылка ""Раскрыть текст"" не меняется, после раскрытия текста.",new,open,
0001175,QA28,valertatest,ai_ivanov,high,trivial,random,,General,2023-06-29,,,,public,2023-06-30,"При оформлении заказа выдает ошибку 404 после нажатия на кнопку  ""Отправить заказ""",assigned,open,
0000530,qa27,administrator,Kirilenko Andrey,high,major,always,,General,2022-12-08,,,,public,2023-06-30,"[Величенко] Ошибка 404 при нажатии на кнопку ""Детальніше"" на баннере ""Масштабні моделі"" на главной странице.",assigned,open,
0001178,QA28,YuliiaNT,,high,minor,have not tried,,General,2023-06-30,Chrome,,,public,2023-06-30,"При попытке сменить локализацию на UA , переходит на главную страницу",new,open,
0001177,QA28,anna.prokopets,,high,trivial,always,,General,2023-06-30,,,,public,2023-06-30,"Отсутствует украинская локализация в разделе ""Сравнение товаров""",new,open,
0001176,QA28,vishnia1,ivanov_ai,high,trivial,always,,General,2023-06-30,Google Chrome,114.0.5735.198,,public,2023-06-30,"Не активная ссылка ""Розповісти друзям"" под боковым меню ""Каталог товарів""",assigned,open,
0001174,QA28,ninaD,,low,minor,random,,General,2023-06-29,,,,public,2023-06-29,"Отсутствует ""иконка"" в меню ""Чат с Rozetka""",new,open,
0001173,QA28,Oleksandr Lyshenko,,normal,trivial,always,,General,2023-06-29,,,,public,2023-06-29,"Отсутствует иконка ""Чат з ROZETKA"" в боковом меню слева на главной странице.",new,open,
0001170,QA28,Tetany,,normal,minor,always,,General,2023-06-29,10 ,,Windows,public,2023-06-29,Отсутствует иконка чат с розетка  в боковом меню,new,open,
